Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
1978,1,,12,12.0,Y,"$150,000",Kirk Gibson (minors),OF,38.4,1635.0,5798.0,255.0,0.268,0.815,,,,,,,4Yr,"Michigan State University (East Lansing, MI)",1
1977,1,,5,5.0,Y,"$43,500",Kevin Richards (minors),RHP,,,,,,,,,,,,,HS,"Roosevelt HS (Wyandotte, MI)",1
1976,1,,2,2.0,Y,"$70,000",Pat Underwood (minors),LHP,1.1,0.0,0.0,0.0,,,113.0,13.0,18.0,4.43,1.33,8.0,HS,"Kokomo HS (Kokomo, IN)",1
1975,1,,3,3.0,Y,"$45,000",Les Filkins (minors),OF,,,,,,,,,,,,,HS,"George Washington HS (Chicago, IL)",1
1974,1,,16,16.0,Y,"$60,000",Lance Parrish (minors),INF,39.5,1988.0,7067.0,324.0,0.252,0.753,,,,,,,HS,"Walnut HS (Walnut, CA)",1
1973,1,,19,19.0,Y,"$25,000",Charles Bates (minors),3B,,,,,,,,,,,,,4Yr,"California State University, Los Angeles (Los Angeles, CA)",1
1972,1,,20,20.0,Y,"$48,000",Jerry Manuel (minors),SS,-0.6,96.0,127.0,3.0,0.15,0.498,,,,,,,HS,"Cordova HS (Rancho Cordova, CA)",1
1971,1,,11,11.0,Y,"$23,000",Tom Veryzer (minors),SS,-3.7,996.0,2848.0,14.0,0.241,0.577,,,,,,,HS,"Islip HS (Islip, NY)",1
1970,1,,20,20.0,Y,"$45,000",Terry Mappin (minors),C,,,,,,,,,,,,,HS,"Durrett HS (Louisville, KY)",1
1969,1,,19,19.0,Unk,,Lenny Baxley (minors),1B,,,,,,,,,,,,,HS,"Enterprise HS (Redding, CA)",1
1968,1,,18,18.0,Y,"$15,000",Murray Robinson (minors),OF,,,,,,,,,,,,,HS,"Thomas Dale HS (Chester, VA)",1
1967,1,,15,15.0,Y,"$35,000",Jim Foor (minors),LHP,-0.6,13.0,0.0,0.0,,,13.0,1.0,0.0,12.0,3.5,0.0,HS,"McCluer HS (Florissant, MO)",1
1966,1,,14,14.0,N,,Rick Konik (minors),1B,,,,,,,,,,,,,HS,"St. Andrews HS (Detroit, MI)",1
1965,1,,13,13.0,Y,"$33,000",Gene Lamont (minors),C,0.2,87.0,159.0,4.0,0.233,0.649,,,,,,,HS,"Hiawatha HS (Kirkland, IL)",1
2023,2,,45,6.0,Y,"$1,429,650",Max Anderson (minors),2B,,,,,,,,,,,,,4Yr,"University of Nebraska-Lincoln (Lincoln, NE)",2
2022,2,,51,12.0,Y,"$1,800,000",Peyton Graham (minors),SS,,,,,,,,,,,,,4Yr,"University of Oklahoma (Norman, OK)",2
2021,2,,39,3.0,Y,"$2,750,000",Izaac Pacheco (minors),SS,,,,,,,,,,,,,HS,"Friendswood HS (Friendswood, TX)",2
2020,2,,38,1.0,Y,"$1,952,300",Dillon Dingler (minors),C,,,,,,,,,,,,,4Yr,"The Ohio State University (Columbus, OH)",2
2020,2,,62,25.0,Y,"$1,210,000",Daniel Cabrera (minors),OF,,,,,,,,,,,,,4Yr,"Louisiana State University (Baton Rouge, LA)",2
2019,2,,47,6.0,Y,"$1,580,200",Nick Quintana (minors),3B,,,,,,,,,,,,,4Yr,"University of Arizona (Tucson, AZ)",2
2018,2,,44,1.0,Y,"$2,500,000",Parker Meadows (minors),OF,0.9,37.0,125.0,3.0,0.24,0.714,,,,,,,HS,"Grayson HS (Loganville, GA)",2
2017,2,,57,21.0,Y,"$850,000",Rey Rivera (minors),OF,,,,,,,,,,,,,JC,"Chipola College (Marianna, FL)",2
2015,2,,65,23.0,Y,"$1,000,000",Tyler Alexander (minors),LHP,3.4,4.0,2.0,0.0,0.0,0.0,120.0,11.0,23.0,4.38,1.29,0.0,4Yr,"Texas Christian University (Fort Worth, TX)",2
2014,2,,63,22.0,Y,"$900,000",Spencer Turnbull (minors),RHP,4.2,4.0,10.0,0.0,0.0,0.0,61.0,12.0,29.0,4.55,1.36,0.0,4Yr,"University of Alabama (Tuscaloosa, AL)",2
2013,2,,58,19.0,Y,"$956,600",Kevin Ziomek (minors),LHP,,,,,,,,,,,,,4Yr,"Vanderbilt University (Nashville, TN)",2
2012,2,,91,31.0,Y,"$531,800",Jake Thompson (minors),RHP,0.2,29.0,28.0,0.0,0.143,0.387,30.0,7.0,8.0,4.87,1.53,2.0,HS,"Rockwall-Heath HS (Heath, TX)",2
2011,2,,76,16.0,Y,"$577,900",James McCann (minors),C,7.4,852.0,2828.0,84.0,0.242,0.674,1.0,0.0,0.0,0.0,2.0,0.0,4Yr,"University of Arkansas (Fayetteville, AR)",2
2010,2,,68,18.0,Y,"$1,100,000",Drew Smyly (minors),LHP,11.9,48.0,64.0,0.0,0.047,0.108,280.0,64.0,58.0,4.22,1.29,3.0,4Yr,"University of Arkansas (Fayetteville, AR)",2
2009,2,,58,9.0,Y,"$1,495,000",Andy Oliver (minors),LHP,-0.8,1.0,2.0,0.0,0.0,0.0,7.0,0.0,5.0,7.11,1.83,0.0,4Yr,"Oklahoma State University (Stillwater, OK)",2
2008,2,,67,21.0,Y,"$606,000",Cody Satterwhite (minors),RHP,,,,,,,,,,,,,4Yr,"University of Mississippi (Oxford, MS)",2
2007,2,,91,27.0,Y,"$378,000",Danny Worth (minors),SS,-0.5,149.0,300.0,2.0,0.223,0.568,2.0,0.0,0.0,4.5,2.0,0.0,4Yr,"Pepperdine University (Malibu, CA)",2
2006,2,,50,6.0,Y,"$690,000",Ron Bourquin (minors),3B,,,,,,,,,,,,,4Yr,"The Ohio State University (Columbus, OH)",2
2004,2,,43,2.0,Y,"$800,000",Eric Beattie (minors),RHP,,,,,,,,,,,,,4Yr,"University of Tampa (Tampa, FL)",2
2003,2,,40,3.0,Y,"$865,000",Jay Sborz (minors),RHP,-0.3,1.0,0.0,0.0,,,1.0,0.0,0.0,67.5,4.5,0.0,HS,"Langley HS (McLean, VA)",2
2002,2,,49,8.0,Y,"$805,000",Brent Clevlen (minors),OF,-0.1,59.0,77.0,3.0,0.234,0.709,,,,,,,HS,"Westwood HS (Austin, TX)",2
2001,2,,55,11.0,Y,"$685,000",Preston Larrison (minors),RHP,,,,,,,,,,,,,4Yr,"University of Evansville (Evansville, IN)",2
2001,2,,65,21.0,Y,"$620,000",*Matt Coenen (minors),LHP,,,,,,,,,,,,,4Yr,"Charleston Southern University (Charleston, SC)",2
2000,2,,48,8.0,Y,"$600,000",Chad Petty (minors),LHP,,,,,,,,,,,,,HS,"Chalker HS (Southington, OH)",2
1998,2,,57,14.0,Y,"$450,000",Brandon Inge (minors),C,19.2,1532.0,5014.0,152.0,0.233,0.685,,,,,,,4Yr,"Virginia Commonwealth University (Richmond, VA)",2
1998,2,,73,30.0,Y,"$392,500",*Adam Pettyjohn (minors),LHP,-0.8,4.0,3.0,0.0,0.0,0.0,19.0,1.0,7.0,6.65,1.67,0.0,4Yr,"California State University, Fresno (Fresno, CA)",2
1997,2,,53,1.0,Y,,Shane Loux (minors),RHP,-1.5,16.0,1.0,0.0,0.0,0.0,58.0,4.0,7.0,5.94,1.62,0.0,HS,"Highland HS (Gilbert, AZ)",2
1996,2,,41,6.0,Y,,Matt Miller (minors),LHP,-0.4,0.0,0.0,0.0,,,15.0,0.0,0.0,7.84,2.42,0.0,4Yr,"Texas Tech University (Lubbock, TX)",2
1995,2,,41,11.0,Y,,Brian Powell (minors),RHP,-1.1,28.0,21.0,0.0,0.143,0.372,59.0,7.0,18.0,5.94,1.55,0.0,4Yr,"University of Georgia (Athens, GA)",2
1994,2,,52,18.0,Y,,Mike Darr (minors),OF,2.5,188.0,542.0,5.0,0.273,0.724,,,,,,,HS,"Corona HS (Corona, CA)",2
1993,2,,51,9.0,Y,,Tony Fuduric (minors),RHP,,,,,,,,,,,,,HS,"Cardinal HS (Middlefield, OH)",2
1992,2,,54,16.0,Y,,Yuri Sanchez (minors),SS,,,,,,,,,,,,,HS,"Lynn Vocational and Technical Institute (Lynn, MA)",2
1991,2,,59,15.0,Y,,Tarrik Brock (minors),OF,-0.1,13.0,12.0,0.0,0.167,0.542,,,,,,,HS,"Hawthorne HS (Hawthorne, CA)",2
1990,2,,59,19.0,N,,*Keith Grunewald (minors),SS,,,,,,,,,,,,,HS,"Walton HS (Marietta, GA)",2
1989,2,,51,21.0,Y,,Brad Wilson (minors),C,,,,,,,,,,,,,HS,"Towns County HS (Hiawassee, GA)",2
1988,2,,56,26.0,Y,,Scott Livingstone (minors),3B,2.3,673.0,1533.0,17.0,0.281,0.686,,,,,,,4Yr,"Texas A&M University (College Station, TX)",2
1987,2,,53,21.0,Y,,Rob Richie (minors),OF,0.0,19.0,49.0,1.0,0.265,0.823,,,,,,,4Yr,"University of Nevada, Reno (Reno, NV)",2
1986,2,,46,18.0,Y,,Milt Cuyler (minors),OF,5.4,490.0,1386.0,10.0,0.237,0.631,,,,,,,HS,"Southwest HS (Macon, GA)",2
1985,2,,54,26.0,Y,,Scott Carter (minors),RHP,,,,,,,,,,,,,HS,"Havelock HS (Havelock, NC)",2
1984,2,,52,24.0,Y,,Rob Souza (minors),RHP,,,,,,,,,,,,,4Yr,"University of Miami (Coral Gables, FL)",2
1983,2,,43,15.0,Y,,Rod Poissant (minors),RHP,,,,,,,,,,,,,HS,"Irvine HS (Irvine, CA)",2
1982,2,,48,20.0,N,,Scott Kamieniecki (minors),RHP,9.0,32.0,2.0,0.0,0.0,0.0,250.0,53.0,59.0,4.52,1.49,5.0,HS,"St. Mary's HS (Detroit, MI)",2
1981,2,,43,17.0,Y,,Nelson Simmons (minors),OF,0.0,100.0,330.0,11.0,0.261,0.728,,,,,,,HS,"Madison HS (San Diego, CA)",2
1980,2,,44,18.0,N,,Charles Reese (minors),SS,,,,,,,,,,,,,HS,"Pequannock Township HS (Pompton Plains, NJ)",2
1979,2,,39,13.0,Y,,Keith Fisher (minors),C,,,,,,,,,,,,,HS,"Apopka HS (Apopka, FL)",2
1978,2,,38,12.0,Y,,Craig Johnson (minors),OF,,,,,,,,,,,,,4Yr,"University of California, Los Angeles (Los Angeles, CA)",2
1977,2,,31,5.0,Y,,Jeffrey Jackowiak (minors),RHP,,,,,,,,,,,,,HS,"St. Joseph's HS (South Bend, IN)",2
1976,2,,26,2.0,Y,,Alan Trammell (minors),SS,70.6,2293.0,8288.0,185.0,0.285,0.767,,,,,,,HS,"Kearny HS (San Diego, CA)",2
1975,2,,27,3.0,Y,,John Murphy (minors),LHP,,,,,,,,,,,,,HS,"St. Francis Preparatory School (Queens, NY)",2
1974,2,,40,16.0,Y,,James Taylor (minors),LHP,,,,,,,,,,,,,HS,"Franklin County HS (Winchester, TN)",2
1973,2,,43,19.0,Y,,Kevin Slattery (minors),SS,,,,,,,,,,,,,HS,"Oceanside HS (Oceanside, NY)",2
1972,2,,44,20.0,Y,,John Valle (minors),3B,,,,,,,,,,,,,HS,"Holy Cross HS (Flushing, NY)",2
1971,2,,35,11.0,Y,,Dennis DeBarr (minors),LHP,-0.1,0.0,0.0,0.0,,,14.0,0.0,1.0,5.91,1.73,0.0,HS,"John F. Kennedy HS (Fremont, CA)",2
1970,2,,44,20.0,N,,Mike Ibarguen (minors),RHP,,,,,,,,,,,,,HS,"Sam Rayburn HS (Pasadena, TX)",2
1969,2,,43,19.0,Y,,Harry Kendrick (minors),C,,,,,,,,,,,,,4Yr,"Michigan State University (East Lansing, MI)",2
1968,2,,38,18.0,Y,,Bob Molinaro (minors),OF,0.9,401.0,803.0,14.0,0.264,0.699,,,,,,,HS,"Essex Catholic HS (Newark, NJ)",2
1967,2,,35,15.0,Y,,Robert Ware (minors),RHP,,,,,,,,,,,,,HS,"Huguenot HS (Richmond, VA)",2
1966,2,,34,14.0,N,,Scott Fields (minors),LHP,,,,,,,,,,,,,HS,"Elgin HS (Marion, OH)",2
1965,2,,33,13.0,N,,Douglas Carson (minors),SS,,,,,,,,,,,,,HS,"Bishop Armstrong HS (Sacramento, CA)",2
2023,3,,76,6.0,Y,"$1,697,500",Paul Wilson (minors),P,,,,,,,,,,,,,HS,"Lakeridge HS (Lake Oswego, OR)",3
2021,3,,74,3.0,Y,"$1,115,000",Dylan Smith (minors),P,,,,,,,,,,,,,4Yr,"University of Alabama (Tuscaloosa, AL)",3
2020,3,,73,1.0,Y,"$900,000",Trei Cruz (minors),SS,,,,,,,,,,,,,4Yr,"Rice University (Houston, TX)",3
2019,3,,83,5.0,Y,"$733,100",Andre Lipcius (minors),3B,-0.3,13.0,35.0,1.0,0.286,0.742,,,,,,,4Yr,"University of Tennessee (Knoxville, TN)",3
2018,3,,79,1.0,Y,"$600,000",Kody Clemens (minors),2B,-0.2,103.0,256.0,9.0,0.191,0.58,11.0,0.0,0.0,3.72,2.07,0.0,4Yr,"University of Texas at Austin (Austin, TX)",3
