Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
1972,1,,10,10.0,Y,"$31,000",Dave Chalk (minors),3B,8.5,903.0,2910.0,15.0,0.252,0.636,,,,,,,4Yr,"University of Texas at Austin (Austin, TX)",1
1971,1,,13,13.0,Y,"$50,000",Frank Tanana (minors),LHP,57.1,35.0,59.0,0.0,0.153,0.384,638.0,240.0,236.0,3.66,1.27,1.0,HS,"Detroit Catholic Central HS (Novi, MI)",1
1970,1,,10,10.0,Y,"$20,000",Paul Dade (minors),3B,1.2,439.0,1313.0,10.0,0.27,0.673,,,,,,,HS,"Nathan Hale HS (Seattle, WA)",1
1969,1,,5,5.0,N,,Alan Bannister (minors),SS,3.6,972.0,3007.0,19.0,0.27,0.689,,,,,,,HS,"John F. Kennedy HS (La Palma, CA)",1
1968,1,,12,12.0,Y,"$75,000",Lloyd Allen (minors),RHP,-1.8,108.0,40.0,1.0,0.2,0.5,159.0,8.0,25.0,4.69,1.64,22.0,HS,"Selma HS (Selma, CA)",1
1967,1,,9,9.0,Y,"$35,000",Mike Nunn (minors),C,,,,,,,,,,,,,HS,"Ben L. Smith HS (Greensboro, NC)",1
1966,1,,8,8.0,Y,"$50,000",Jim DeNeff (minors),SS,,,,,,,,,,,,,4Yr,"Indiana University Bloomington (Bloomington, IN)",1
1965,1,,11,11.0,Y,"$32,500",Jim Spencer (minors),1B,2.8,1553.0,4908.0,146.0,0.25,0.694,,,,,,,HS,"Andover HS (Linthicum, MD)",1
2021,2,,45,9.0,Y,"$1,747,500",Ky Bush (minors),P,,,,,,,,,,,,,4Yr,"Saint Mary's College of California (Moraga, CA)",2
2019,2,,55,14.0,Y,"$1,400,000",Kyren Paris (minors),SS,0.0,15.0,40.0,0.0,0.1,0.3,,,,,,,HS,"Freedom HS (Oakley, CA)",2
2018,2,,57,14.0,Y,"$1,194,000",Jeremiah Jackson (minors),SS,,,,,,,,,,,,,HS,"St. Luke's Episcopal School (Mobile, AL)",2
2017,2,,47,11.0,Y,"$1,459,200",Griffin Canning (minors),RHP,4.5,3.0,2.0,0.0,0.0,0.0,67.0,19.0,21.0,4.58,1.3,0.0,4Yr,"University of California, Los Angeles (Los Angeles, CA)",2
2016,2,,60,19.0,Y,"$1,073,300",Brandon Marsh (minors),RF,5.2,337.0,1064.0,25.0,0.259,0.736,,,,,,,HS,"Buford HS (Buford, GA)",2
2015,2,,70,28.0,Y,"$1,100,000",Jahmai Jones (minors),OF,-0.4,36.0,84.0,0.0,0.179,0.46,,,,,,,HS,"Wesleyan School (Peachtree Corners, GA)",2
2014,2,,53,12.0,Y,"$1,200,000",Joe Gatto (minors),RHP,,,,,,,,,,,,,HS,"St. Augustine College Preparatory School (Richland, NJ)",2
2013,2,,59,20.0,Y,"$942,000",Hunter Green (minors),LHP,,,,,,,,,,,,,HS,"Warren East HS (Bowling Green, KY)",2
2010,2,,81,31.0,Y,"$443,700",Daniel Tillman (minors),RHP,,,,,,,,,,,,,4Yr,"Florida Southern College (Lakeland, FL)",2
2009,2,,80,31.0,Y,"$450,000",Patrick Corbin (minors),LHP,15.4,226.0,410.0,0.0,0.151,0.382,310.0,97.0,118.0,4.4,1.36,2.0,JC,"Chipola College (Marianna, FL)",2
2008,2,,74,28.0,Y,"$547,000",Tyler Chatwood (minors),RHP,10.4,184.0,205.0,0.0,0.205,0.474,229.0,52.0,60.0,4.45,1.51,5.0,HS,"Redlands East Valley HS (Redlands, CA)",2
2005,2,,58,10.0,Y,"$615,000",*Ryan Mount (minors),SS,,,,,,,,,,,,,HS,"Senator Ruben S. Ayala HS (Chino Hills, CA)",2
2005,2,,71,23.0,Y,"$505,000",P.J. Phillips (minors),SS,,,,,,,,,,,,,HS,"Redan HS (Stone Mountain, GA)",2
2003,2,,60,23.0,Y,"$650,000",Anthony Whittington (minors),LHP,,,,,,,,,,,,,HS,"Buffalo HS (Buffalo, WV)",2
2002,2,,53,12.0,Y,"$745,000",Kevin Jepsen (minors),RHP,1.7,24.0,0.0,0.0,,,469.0,18.0,33.0,4.0,1.37,27.0,HS,"Bishop Manogue HS (Reno, NV)",2
2001,2,,57,13.0,Y,"$660,000",Dallas McPherson (minors),3B,0.8,139.0,386.0,18.0,0.241,0.738,,,,,,,4Yr,"The Citadel (Charleston, SC)",2
2000,2,,50,10.0,Y,"$687,000",Jared Abruzzo (minors),C,,,,,,,,,,,,,HS,"El Capitan HS (Lakeside, CA)",2
1999,2,,68,17.0,Y,"$470,000",John Lackey (minors),RHP,37.3,121.0,236.0,0.0,0.11,0.283,448.0,188.0,147.0,3.92,1.29,0.0,JC,"Grayson College (Denison, TX)",2
1998,2,,61,18.0,Y,"$390,000",Brandon Emanuel (minors),RHP,,,,,,,,,,,,,4Yr,"Northwestern State University of Louisiana (Natchitoches, LA)",2
1996,2,,55,20.0,Y,,Chuck Abbott (minors),SS,,,,,,,,,,,,,4Yr,"Austin Peay State University (Clarksville, TN)",2
1995,2,,31,1.0,Y,,Jarrod Washburn (minors),LHP,28.2,24.0,41.0,0.0,0.22,0.524,312.0,107.0,109.0,4.1,1.3,1.0,4Yr,"University of Wisconsin-Oshkosh (Oshkosh, WI)",2
1994,2,,40,6.0,Y,,Norm Hutchins (minors),OF,,,,,,,,,,,,,HS,"Lincoln HS (Yonkers, NY)",2
1993,2,,45,3.0,Y,,Ryan Hancock (minors),RHP,-0.3,1.0,1.0,0.0,1.0,2.0,11.0,4.0,1.0,7.48,1.84,0.0,4Yr,"Brigham Young University (Provo, UT)",2
1992,2,,46,8.0,Y,,Deshawn Warren (minors),LHP,,,,,,,,,,,,,HS,"Choctaw County HS (Butler, AL)",2
1992,2,,48,10.0,Y,,*Chris Smith (minors),SS,,,,,,,,,,,,,HS,"Vallejo HS (Vallejo, CA)",2
1992,2s,,67,29.0,Y,,*Marquis Riley (minors),OF,,,,,,,,,,,,,4Yr,"University of Central Arkansas (Conway, AR)",2
1991,2,,61,17.0,Y,,Chris Pritchett (minors),1B,-0.7,61.0,149.0,3.0,0.222,0.57,,,,,,,4Yr,"University of California, Los Angeles (Los Angeles, CA)",2
1990,2,,64,24.0,Y,,Phil Leftwich (minors),RHP,2.5,0.0,0.0,0.0,,,34.0,9.0,17.0,4.99,1.45,0.0,4Yr,"Radford University (Radford, VA)",2
1989,2,,39,9.0,Y,,Joe Grahe (minors),RHP,4.1,28.0,19.0,0.0,0.316,0.718,187.0,22.0,30.0,4.41,1.58,45.0,4Yr,"University of Miami (Coral Gables, FL)",2
1987,2,,43,11.0,Y,,*Mike Erb (minors),RHP,,,,,,,,,,,,,4Yr,"San Diego State University (San Diego, CA)",2
1987,2,,57,25.0,Y,,Kevin Flora (minors),SS,-0.6,29.0,84.0,2.0,0.202,0.557,,,,,,,HS,"Bonita HS (La Verne, CA)",2
1986,2,,50,22.0,Y,,Jeff Gay (minors),C,,,,,,,,,,,,,HS,"Santana HS (Santee, CA)",2
1985,2,,43,15.0,Y,,Bob Sharpnack (minors),RHP,,,,,,,,,,,,,HS,"Fountain Valley HS (Fountain Valley, CA)",2
1983,2,,51,23.0,Y,,Bill Merrifield (minors),SS,,,,,,,,,,,,,4Yr,"Wake Forest University (Winston-Salem, NC)",2
1977,2,,33,7.0,Y,,Gary Johnson (minors),RHP,,,,,,,,,,,,,HS,"Deep Creek HS (Chesapeake, VA)",2
1976,2,,30,6.0,Y,,Bob Ferris (minors),RHP,-0.1,0.0,0.0,0.0,,,7.0,0.0,2.0,4.64,1.88,0.0,4Yr,"University of Maryland (College Park, MD)",2
1975,2,,25,1.0,Y,,Jim Anderson (minors),SS,1.0,419.0,970.0,13.0,0.218,0.578,,,,,,,HS,"John F. Kennedy HS (Granada Hills, CA)",2
1974,2,,34,10.0,Y,,Marty Martinson (minors),C,,,,,,,,,,,,,HS,"Lakewood HS (Lakewood, CA)",2
1973,2,,31,7.0,N,,Bruce Tonascia (minors),OF,,,,,,,,,,,,,HS,"Napa HS (Napa, CA)",2
1972,2,,34,10.0,Y,,Bruce Bochte (minors),1B,19.4,1538.0,5233.0,100.0,0.282,0.756,,,,,,,4Yr,"Santa Clara University (Santa Clara, CA)",2
1971,2,,37,13.0,Y,,Ron Jackson (minors),3B,7.3,926.0,2986.0,56.0,0.259,0.7,,,,,,,HS,"Wenonah HS (Birmingham, AL)",2
1970,2,,34,10.0,Y,,Dan Briggs (minors),LHP,-3.5,325.0,688.0,12.0,0.195,0.543,,,,,,,HS,"Sonoma HS (Sonoma, CA)",2
1969,2,,29,5.0,Y,,David Chorley (minors),OF,,,,,,,,,,,,,HS,"Millikan HS (Long Beach, CA)",2
1968,2,,32,12.0,N,,Gordon Carter (minors),OF,,,,,,,,,,,,,HS,"Sunny Hills HS (Fullerton, CA)",2
1967,2,,29,9.0,N,,Dave Kingman (minors),RHP,17.3,1941.0,6677.0,442.0,0.236,0.78,2.0,0.0,0.0,9.0,2.25,0.0,HS,"Prospect HS (Mount Prospect, IL)",2
1966,2,,28,8.0,Y,,David Frost (minors),RHP,,,,,,,,,,,,,HS,"Lawton HS (Lawton, OK)",2
1965,2,,31,11.0,N,,Sandy Vance (minors),RHP,0.7,30.0,42.0,0.0,0.167,0.395,30.0,9.0,8.0,3.83,1.37,0.0,HS,"Pasadena HS (Pasadena, CA)",2
2023,3,,79,9.0,Y,"$847,500",Alberto Rios (minors),3B,,,,,,,,,,,,,4Yr,"Stanford University (Palo Alto, CA)",3
2022,3,,89,9.0,Y,"$997,500",Ben Joyce (minors),P,0.0,0.0,0.0,,,,12.0,1.0,1.0,5.4,1.8,0.0,4Yr,"University of Tennessee (Knoxville, TN)",3
2021,3,,80,9.0,Y,"$765,300",Landon Marceaux (minors),P,,,,,,,,,,,,,4Yr,"Louisiana State University (Baton Rouge, LA)",3
2020,3,,82,10.0,Y,"$744,200",David Calabrese (minors),OF,,,,,,,,,,,,,HS,"St. Elizabeth Catholic HS (Thornhill, ON)",3
2019,3,,92,14.0,Y,"$1,247,500",Jack Kochanowicz (minors),P,,,,,,,,,,,,,HS,"Harriton HS (Bryn Mawr, PA)",3
2018,3,,93,15.0,Y,"$547,500",Aaron Hernandez (minors),RHP,,,,,,,,,,,,,4Yr,"Texas A&M University-Corpus Christi (Corpus Christi, TX)",3
2017,3,,85,10.0,Y,"$1,000,000",Jacob Pearson (minors),CF,,,,,,,,,,,,,HS,"West Monroe HS (West Monroe, LA)",3
2016,3,,96,19.0,Y,"$950,000",Nonie Williams (minors),SS,,,,,,,,,,,,,,,3
2015,3,,104,29.0,Y,"$548,600",Grayson Long (minors),RHP,,,,,,,,,,,,,4Yr,"Texas A&M University (College Station, TX)",3
2014,3,,88,14.0,Y,"$575,000",Chris Ellis (minors),RHP,1.0,1.0,0.0,0.0,,,10.0,1.0,0.0,3.12,1.38,0.0,4Yr,"University of Mississippi (Oxford, MS)",3
2013,3,,95,22.0,Y,"$450,000",*Keynan Middleton (minors),RHP,2.2,8.0,0.0,0.0,,,205.0,10.0,8.0,3.84,1.34,15.0,JC,"Lane Community College (Eugene, OR)",3
2012,3,,114,19.0,Y,"$416,300",R.J. Alvarez (minors),RHP,-0.8,10.0,0.0,0.0,,,32.0,0.0,1.0,7.71,1.81,0.0,4Yr,"Florida Atlantic University (Boca Raton, FL)",3
