Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
1990,2s,,69,29.0,Y,,*Jeff Williams (minors),RHP,,,,,,,,,,,,,4Yr,"Wichita State University (Wichita, KS)",2
1989,2,,31,1.0,Y,,Keith Schmidt (minors),OF,,,,,,,,,,,,,HS,"Burton HS (Burton, TX)",2
1989,2,,33,3.0,Y,,*Tommy Taylor (minors),RHP,,,,,,,,,,,,,HS,"Louisa County HS (Mineral, VA)",2
1988,2,,34,4.0,Y,,Arthur Rhodes (minors),LHP,15.2,259.0,6.0,0.0,0.167,0.333,900.0,87.0,70.0,4.08,1.3,33.0,HS,"La Vega HS (Waco, TX)",2
1986,2,,44,16.0,Y,,John Posey (minors),C,,,,,,,,,,,,,4Yr,"Campbell University (Buies Creek, NC)",2
1984,2,,53,25.0,Y,,Jeff Tackett (minors),C,0.6,135.0,327.0,7.0,0.217,0.637,1.0,0.0,0.0,0.0,2.0,0.0,HS,"Adolfo Camarillo HS (Camarillo, CA)",2
1983,2,,53,25.0,Y,,Mike Conley (minors),LHP,,,,,,,,,,,,,HS,"Hamilton HS (Hamilton, OH)",2
1982,2,,52,24.0,N,,Dave Otto (minors),LHP,0.4,64.0,20.0,0.0,0.2,0.55,109.0,10.0,22.0,5.06,1.57,0.0,HS,"Elk Grove HS (Elk Grove Village, IL)",2
1980,2,,52,26.0,Y,,Al Pardo (minors),C,-1.8,53.0,129.0,1.0,0.132,0.322,,,,,,,HS,"Thomas Jefferson HS (Tampa, FL)",2
1979,2,,45,19.0,Y,,Tim Maples (minors),RHP,,,,,,,,,,,,,HS,"Pinecrest HS (Southern Pines, NC)",2
1978,2,,29,3.0,Y,,*Larry Sheets (minors),OF,1.9,748.0,2284.0,94.0,0.266,0.757,,,,,,,HS,"Robert E. Lee HS (Staunton, VA)",2
1978,2,,35,9.0,Y,,*Eddie Hook (minors),RHP,,,,,,,,,,,,,HS,"Point Loma HS (San Diego, CA)",2
1978,2,,48,22.0,Y,,Cal Ripken Jr. (minors),3B,95.9,3001.0,11551.0,431.0,0.276,0.788,,,,,,,HS,"Aberdeen HS (Aberdeen, MD)",2
1978,2,,50,24.0,Y,,*Cecil Whitehead (minors),C,,,,,,,,,,,,,4Yr,"Valdosta State University (Valdosta, GA)",2
1977,2,,45,19.0,Y,,Dan Logan (minors),1B,,,,,,,,,,,,,4Yr,"University of West Georgia (Carrollton, GA)",2
1976,2,,44,20.0,N,,Jerry Don Gleaton (minors),LHP,2.2,23.0,2.0,0.0,0.0,0.333,307.0,15.0,23.0,4.25,1.41,26.0,HS,"Brownwood HS (Brownwood, TX)",2
1975,2,,47,23.0,Y,,John Dyer (minors),LHP,,,,,,,,,,,,,HS,"McLain HS (Tulsa, OK)",2
1974,2,,48,24.0,Y,,Craig Ryan (minors),1B,,,,,,,,,,,,,4Yr,"California State University, Northridge (Los Angeles, CA)",2
1973,2,,39,15.0,Y,,Jerry Guinn (minors),RHP,,,,,,,,,,,,,HS,"Maud HS (Maud, OK)",2
1972,2,,48,24.0,Y,,John O'Rear (minors),SS,,,,,,,,,,,,,HS,"Tarrant HS (Birmingham, AL)",2
1971,2,,47,23.0,Y,,Steve Patterson (minors),RHP,,,,,,,,,,,,,HS,"West Orange-Stark HS (Orange, TX)",2
1970,2,,48,24.0,Y,,Michael Satterlee (minors),C,,,,,,,,,,,,,HS,"Roosevelt HS (Portland, OR)",2
1969,2,,41,17.0,Y,,James Stafford (minors),1B,,,,,,,,,,,,,HS,"San Pedro HS (San Pedro, CA)",2
1968,2,,30,10.0,Y,,Michael Herson (minors),RHP,,,,,,,,,,,,,4Yr,"University of Maryland (College Park, MD)",2
1967,2,,39,19.0,Y,,Don Baylor (minors),OF,28.4,2292.0,8198.0,338.0,0.26,0.777,,,,,,,HS,"Stephen F. Austin HS (Austin, TX)",2
1966,2,,36,16.0,Y,,James Kelly (minors),C,,,,,,,,,,,,,HS,"Ensley HS (Birmingham, AL)",2
1965,2,,35,15.0,Y,,Dick Horton (minors),C,,,,,,,,,,,,,4Yr,"Dartmouth College (Hanover, NH)",2
2023,3,,86,16.0,Y,"$760,000",Kiefer Lord (minors),P,,,,,,,,,,,,,4Yr,"University of Washington (Seattle, WA)",3
2023,3,,100,30.0,Y,"$603,000",Tavian Josenberger (minors),OF,,,,,,,,,,,,,4Yr,"University of Arkansas (Fayetteville, AR)",3
2022,3,,81,1.0,Unk,,Nolan McLean (minors),P,,,,,,,,,,,,,4Yr,"Oklahoma State University (Stillwater, OK)",3
2021,3,,76,5.0,Y,"$1,375,000",John Rhodes (minors),OF,,,,,,,,,,,,,4Yr,"University of Kentucky (Lexington, KY)",3
