Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
1996,2,,48,13.0,Y,,Brendan Behn (minors),LHP,,,,,,,,,,,,,JC,"Merced College (Merced, CA)",2
1995,2,,48,18.0,Y,,Brett Herbison (minors),RHP,,,,,,,,,,,,,HS,"Central HS (Burlington, IL)",2
1994,2,,35,1.0,Y,,Sean Johnston (minors),LHP,,,,,,,,,,,,,HS,"Highland Park HS (Highland Park, IL)",2
1994,2s,,63,29.0,N,,*Matt LeCroy (minors),C,0.4,476.0,1388.0,60.0,0.26,0.766,,,,,,,HS,"Belton-Honea Path HS (Belton, SC)",2
1993,2,,50,8.0,Y,,Eric Ludwick (minors),RHP,-2.6,25.0,11.0,0.0,0.0,0.0,31.0,2.0,10.0,8.35,1.99,0.0,4Yr,"University of Nevada, Las Vegas (Paradise, NV)",2
1991,2,,66,22.0,Y,,Bill Pulsipher (minors),LHP,0.5,70.0,81.0,0.0,0.124,0.319,106.0,13.0,19.0,5.15,1.54,0.0,HS,"Fairfax HS (Fairfax, VA)",2
1991,2s,,72,28.0,Y,,*Marc Kroon (minors),RHP,-0.4,24.0,0.0,0.0,,,26.0,0.0,2.0,7.43,2.06,0.0,HS,"Shadow Mountain HS (Phoenix, AZ)",2
1990,2,,57,17.0,Y,,Aaron Ledesma (minors),SS,2.5,284.0,754.0,2.0,0.296,0.703,,,,,,,JC,"Chabot College (Hayward, CA)",2
1989,2,,54,24.0,Y,,Tom Engle (minors),RHP,,,,,,,,,,,,,HS,"Fairfield Union HS (Lancaster, OH)",2
1988,2,,51,21.0,N,,Jeff Seale (minors),RHP,,,,,,,,,,,,,HS,"Fairview HS (Boulder, CO)",2
1987,2,,39,7.0,Y,,*Todd Hundley (minors),C,10.9,1225.0,3769.0,202.0,0.234,0.763,,,,,,,HS,"William Fremd HS (Palatine, IL)",2
1987,2,,56,24.0,Y,,Pete Schourek (minors),LHP,6.1,227.0,269.0,2.0,0.164,0.393,288.0,66.0,77.0,4.59,1.41,2.0,HS,"George C. Marshall HS (Falls Church, VA)",2
1986,2,,49,21.0,Y,,Fritz Polka (minors),C,,,,,,,,,,,,,4Yr,"Minnesota State University, Mankato (Mankato, MN)",2
1985,2,,48,20.0,N,,Scott Servais (minors),C,3.1,820.0,2493.0,63.0,0.245,0.681,,,,,,,HS,"Westby HS (Westby, WI)",2
1984,2,,29,1.0,Y,,Lorenzo Sisney (minors),C,,,,,,,,,,,,,HS,"George Washington Preparatory HS (Los Angeles, CA)",2
1983,2,,32,4.0,Y,,Dave Magadan (minors),1B,21.1,1582.0,4159.0,42.0,0.288,0.767,,,,,,,4Yr,"University of Alabama (Tuscaloosa, AL)",2
1982,2,,33,5.0,Y,,Floyd Youmans (minors),RHP,6.8,94.0,173.0,2.0,0.139,0.367,94.0,30.0,34.0,3.74,1.31,0.0,HS,"Fontana HS (Fontana, CA)",2
1981,2,,38,12.0,Y,,*John Christensen (minors),OF,-0.9,132.0,294.0,5.0,0.225,0.654,,,,,,,4Yr,"California State University, Fullerton (Fullerton, CA)",2
1980,2,,27,1.0,Y,,Jay Tibbs (minors),RHP,4.8,110.0,180.0,0.0,0.117,0.291,158.0,39.0,54.0,4.2,1.4,0.0,HS,"Huffman HS (Birmingham, AL)",2
1979,2,,28,2.0,Y,,Jeff Bettendorf (minors),RHP,0.1,0.0,0.0,0.0,,,3.0,0.0,0.0,4.66,1.45,1.0,HS,"Lompoc HS (Lompoc, CA)",2
1977,2,,42,16.0,Y,,Mookie Wilson (minors),OF,22.3,1403.0,5094.0,67.0,0.274,0.7,,,,,,,4Yr,"University of South Carolina (Columbia, SC)",2
1976,2,,37,13.0,Y,,Mike Scott (minors),RHP,22.7,348.0,653.0,2.0,0.124,0.313,347.0,124.0,108.0,3.54,1.2,3.0,4Yr,"Pepperdine University (Malibu, CA)",2
1975,2,,30,6.0,N,,Rod Boxberger (minors),RHP,,,,,,,,,,,,,HS,"Foothill HS (Santa Ana, CA)",2
1974,2,,41,17.0,Y,,Dwight Bernard (minors),RHP,-0.5,62.0,5.0,0.0,0.2,0.629,115.0,4.0,8.0,4.14,1.6,6.0,4Yr,"Belmont University (Nashville, TN)",2
1973,2,,38,14.0,Y,,Jackson Todd (minors),RHP,1.5,19.0,17.0,0.0,0.059,0.17,64.0,10.0,16.0,4.4,1.36,0.0,4Yr,"University of Oklahoma (Norman, OK)",2
1972,2,,37,13.0,Y,,Craig Skoglund (minors),OF,,,,,,,,,,,,,HS,"Clairemont HS (San Diego, CA)",2
1971,2,,38,14.0,Y,,James Kidder (minors),2B,,,,,,,,,,,,,HS,"John Jay HS (San Antonio, TX)",2
1970,2,,47,23.0,N,,Gary Nevinger (minors),RHP,,,,,,,,,,,,,HS,"Vandalia Community HS (Vandalia, IL)",2
