Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
1971,7,,153,6,Y,,Greg Marshall (minors),OF,,,,,,,,,,,,,4Yr,"San Jose State University (San Jose, CA)",7
1970,7,,156,9,Y,,Richard Lashmet (minors),SS,,,,,,,,,,,,,HS,"Chatsworth Charter HS (Chatsworth, CA)",7
1969,7,,167,23,N,,Jerry Mantlo (minors),C,,,,,,,,,,,,,HS,"Long Beach Polytechnic HS (Long Beach, CA)",7
1968,7,,156,24,Y,,Lance Clemons (minors),LHP,-0.7,13.0,8.0,1.0,0.25,1.208,19.0,2.0,1.0,6.06,1.77,0.0,4Yr,"West Chester University of Pennsylvania (West Chester, PA)",7
2023,8,,229,5,Y,"$197,500",Dustin Dickerson (minors),SS,,,,,,,,,,,,,4Yr,"University of Southern Mississippi (Hattiesburg, MS)",8
2022,8,,235,9,Y,"$184,000",Wesley Scott (minors),P,,,,,,,,,,,,,JC,"Walters State Community College (Morristown, TN)",8
2021,8,,229,7,Y,"$208,500",Ryan Cepero (minors),SS,,,,,,,,,,,,,HS,"Carlos Beltran Baseball Academy (Florida, Puerto Rico)",8
2019,8,,229,2,Y,"$167,500",Drew Parrish (minors),P,,,,,,,,,,,,,4Yr,"Florida State University (Tallahassee, FL)",8
2018,8,,242,18,Y,"$161,300",Jackson Lueck (minors),LF,,,,,,,,,,,,,4Yr,"Florida State University (Tallahassee, FL)",8
2017,8,,240,15,Y,"$2,500",Holden Capps (minors),LHP,,,,,,,,,,,,,4Yr,"University of Central Oklahoma (Edmond, OK)",8
2016,8,,253,27,Y,"$125,000",Chris DeVito (minors),1B,,,,,,,,,,,,,4Yr,"University of New Mexico (Albuquerque, NM)",8
2015,8,,249,24,Y,"$25,000",Andre Davis (minors),LHP,,,,,,,,,,,,,4Yr,"University of Arkansas at Pine Bluff (Pine Bluff, AR)",8
2014,8,,243,18,Y,"$125,000",Ryan O'Hearn (minors),1B,-1.5,454.0,1306.0,52.0,0.237,0.714,,,,,,,4Yr,"Sam Houston State University (Huntsville, TX)",8
2013,8,,234,8,Y,"$75,000",Cody Stubbs (minors),1B,,,,,,,,,,,,,4Yr,"University of North Carolina at Chapel Hill (Chapel Hill, NC)",8
2012,8,,253,5,Y,"$50,000",Alfredo Escalera-Maldonado (minors),CF,,,,,,,,,,,,,HS,"IMG Academy (Bradenton, FL)",8
2011,8,,246,5,N,,Evan Beal (minors),RHP,,,,,,,,,,,,,HS,"South County HS (Lorton, VA)",8
2010,8,,239,4,Y,"$100,000",Michael Mariot (minors),RHP,-0.7,24.0,0.0,0.0,,,45.0,2.0,0.0,5.85,1.61,2.0,4Yr,"University of Nebraska-Lincoln (Lincoln, NE)",8
2009,8,,242,11,Y,"$150,000",Dusty Odenbach (minors),RHP,,,,,,,,,,,,,4Yr,"University of Connecticut (Storrs, CT)",8
2008,8,,235,3,Y,"$125,000",Malcom Culver (minors),RHP,,,,,,,,,,,,,HS,"Palmdale HS (Palmdale, CA)",8
2007,8,,246,2,Y,"$100,000",Casey Feickert (minors),RHP,,,,,,,,,,,,,JC,"Antelope Valley College (Lancaster, CA)",8
