Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
1966,2,,32,12.0,Y,,Billy Lynch (minors),LHP,,,,,,,,,,,,,HS,"Paul G. Blazer HS (Ashland, KY)",2
1965,2,,27,7.0,Y,,John Sandknop (minors),SS,,,,,,,,,,,,,HS,"Knox County HS (Edina, MN)",2
2023,3,,93,23.0,Y,"$700,000",C.J. Kayfus (minors),OF,,,,,,,,,,,,,4Yr,"University of Miami (Coral Gables, FL)",3
2022,3,,92,12.0,Y,"$800,000",Joe Lampe (minors),OF,,,,,,,,,,,,,4Yr,"Arizona State University (Tempe, AZ)",3
2021,3,,95,24.0,Y,"$850,000",Jake Fox (minors),SS,,,,,,,,,,,,,HS,"Lakeland Christian School (Lakeland, FL)",3
2020,3,,95,23.0,Y,"$1,525,000",Petey Halpin (minors),OF,,,,,,,,,,,,,HS,"St. Francis HS (Mountain View, CA)",3
2019,3,,101,23.0,Y,"$770,000",Joe Naranjo (minors),1B,,,,,,,,,,,,,HS,"Senator Ruben S. Ayala HS (Chino Hills, CA)",3
2018,3,,103,25.0,Y,"$475,000",Richie Palacios (minors),SS,0.3,86.0,205.0,6.0,0.244,0.689,,,,,,,4Yr,"Towson University (Towson, MD)",3
2017,3,,102,27.0,Y,"$450,000",Johnathan Rodr�guez (minors),OF,,,,,,,,,,,,,HS,"Carlos Beltran Baseball Academy (Florida, Puerto Rico)",3
2016,3,,92,15.0,Y,"$625,000",Aaron Civale (minors),RHP,5.6,2.0,3.0,0.0,0.0,0.25,86.0,31.0,26.0,3.92,1.17,0.0,4Yr,"Northeastern University (Boston, MA)",3
2015,3,,93,18.0,Y,"$550,000",Mark Mathias (minors),2B,0.7,73.0,179.0,6.0,0.246,0.708,,,,,,,4Yr,"California Polytechnic State University, San Luis Obispo (San Luis Obispo, CA)",3
2014,3,,97,23.0,Y,"$912,500",Bobby Bradley (minors),1B,-0.3,97.0,307.0,17.0,0.199,0.692,,,,,,,HS,"Harrison Central HS (Gulfport, MS)",3
2013,3,,79,6.0,Y,"$525,000",Dace Kime (minors),RHP,,,,,,,,,,,,,4Yr,"University of Louisville (Louisville, KY)",3
2012,3,,110,15.0,Y,"$400,000",Kieran Lovegrove (minors),RHP,,,,,,,,,,,,,HS,"Mission Viejo HS (Mission Viejo, CA)",3
2011,3,,97,7.0,Y,"$325,000",Jake Sisco (minors),RHP,,,,,,,,,,,,,JC,"Merced College (Merced, CA)",3
2010,3,,87,5.0,Y,"$1,350,000",Tony Wolters (minors),SS,2.0,407.0,1103.0,7.0,0.235,0.635,,,,,,,HS,"Rancho Buena Vista HS (Vista, CA)",3
2009,3,,94,14.0,Y,"$363,000",Joe Gardner (minors),RHP,,,,,,,,,,,,,4Yr,"University of California, Santa Barbara (Santa Barbara, CA)",3
2008,3,,107,30.0,Y,"$327,000",Cord Phelps (minors),2B,-1.2,56.0,116.0,2.0,0.155,0.457,,,,,,,4Yr,"Stanford University (Palo Alto, CA)",3
2006,3,,101,25.0,Y,"$380,000",Adam Davis (minors),SS,,,,,,,,,,,,,4Yr,"University of Florida (Gainesville, FL)",3
