Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
1999,2,,76,25.0,Y,"$485,000",Mat Thompson (minors),RHP,,,,,,,,,,,,,HS,"Timberline HS (Boise, ID)",2
1997,2,,57,5.0,Y,,*Aaron Capista (minors),SS,,,,,,,,,,,,,HS,"Joliet Catholic Academy (Joliet, IL)",2
1997,2,,69,17.0,Y,,Eric Glaser (minors),RHP,,,,,,,,,,,,,HS,"Highlands HS (Fort Thomas, KY)",2
1996,2,,39,4.0,Y,,*Gary Locurto (minors),1B,,,,,,,,,,,,,HS,"University HS (San Diego, CA)",2
1996,2,,61,26.0,Y,,Jason Sekany (minors),RHP,,,,,,,,,,,,,4Yr,"University of Virginia (Charlottesville, VA)",2
1995,2,,45,15.0,Y,,Jose Olmeda (minors),SS,,,,,,,,,,,,,HS,"Santiago Veve Carzada F School (Fajardo, Puerto Rico)",2
1993,2,,49,7.0,Y,,Jeff Suppan (minors),RHP,17.1,262.0,440.0,1.0,0.173,0.416,448.0,140.0,146.0,4.7,1.46,0.0,HS,"Crespi Carmelite HS (Encino, CA)",2
1992,2,,56,18.0,Y,,Tony Sheffield (minors),OF,,,,,,,,,,,,,HS,"Tullahoma HS (Tullahoma, TN)",2
1991,2,,51,7.0,Y,,*Terry Horn (minors),RHP,,,,,,,,,,,,,HS,"Yukon HS (Yukon, OK)",2
1991,2,,67,23.0,Y,,Chad Schoenvogel (minors),RHP,,,,,,,,,,,,,JC,"Blinn College (Brenham, TX)",2
1990,2,,41,1.0,Y,"$400,000",*Frankie Rodriguez (minors),RHP,1.2,14.0,6.0,0.0,0.167,0.333,184.0,29.0,39.0,5.53,1.56,5.0,HS,"Eastern District HS (Brooklyn, NY)",2
1989,2,,53,23.0,Y,,Jeff McNeely (minors),OF,0.2,21.0,37.0,0.0,0.297,0.788,,,,,,,JC,"Spartanburg Methodist College (Spartanburg, SC)",2
1988,2,,42,12.0,Y,,Andy Rush (minors),RHP,,,,,,,,,,,,,HS,"Somerset HS (Somerset, PA)",2
1987,2,,58,26.0,Y,,Paul Brown (minors),LHP,,,,,,,,,,,,,4Yr,"University of Hawaii at Manoa (Honolulu, HI)",2
